img_id,scan_name,classname,gt_bbox_index,pred_bbox_index,spatial_zone
38,scene0100_01,door,3,248.0,3
38,scene0100_01,door,4,,4
38,scene0100_01,sink,5,374.0,3
38,scene0100_01,otherfurniture,6,,4
39,scene0100_02,sink,0,,3
39,scene0100_02,cabinet,1,75.0,3
39,scene0100_02,door,2,216.0,3
39,scene0100_02,counter,3,,4
39,scene0100_02,toilet,4,414.0,3
39,scene0100_02,otherfurniture,5,,4
39,scene0100_02,bathtub,6,18.0,3
40,scene0131_00,chair,0,204.0,2
40,scene0131_00,chair,1,228.0,3
40,scene0131_00,chair,2,210.0,4
40,scene0131_00,chair,3,241.0,3
40,scene0131_00,chair,4,236.0,3
40,scene0131_00,chair,5,214.0,3
40,scene0131_00,chair,6,237.0,3
40,scene0131_00,chair,7,248.0,2
40,scene0131_00,chair,8,234.0,3
40,scene0131_00,desk,9,,2
40,scene0131_00,refrigerator,10,584.0,3
40,scene0131_00,refrigerator,12,602.0,2
40,scene0131_00,sofa,11,,4
41,scene0131_01,refrigerator,0,638.0,2
41,scene0131_01,refrigerator,12,658.0,2
41,scene0131_01,sofa,1,839.0,4
41,scene0131_01,desk,2,,2
41,scene0131_01,chair,3,282.0,3
41,scene0131_01,chair,4,246.0,3
41,scene0131_01,chair,5,245.0,3
41,scene0131_01,chair,6,260.0,2
41,scene0131_01,chair,7,273.0,3
41,scene0131_01,chair,8,240.0,3
41,scene0131_01,chair,9,262.0,4
41,scene0131_01,chair,10,279.0,3
41,scene0131_01,chair,11,,3
42,scene0131_02,desk,0,,2
42,scene0131_02,chair,1,229.0,3
42,scene0131_02,chair,2,259.0,3
42,scene0131_02,chair,3,245.0,3
42,scene0131_02,chair,4,226.0,3
42,scene0131_02,chair,5,260.0,3
42,scene0131_02,chair,6,261.0,4
42,scene0131_02,chair,7,224.0,3
42,scene0131_02,chair,8,265.0,3
42,scene0131_02,chair,9,250.0,3
42,scene0131_02,cabinet,10,215.0,3
42,scene0131_02,refrigerator,11,596.0,2
42,scene0131_02,refrigerator,13,601.0,2
42,scene0131_02,sofa,12,780.0,3
43,scene0139_00,otherfurniture,0,335.0,3
43,scene0139_00,otherfurniture,1,355.0,3
43,scene0139_00,otherfurniture,2,335.0,3
43,scene0139_00,otherfurniture,4,,4
43,scene0139_00,otherfurniture,9,351.0,3
43,scene0139_00,cabinet,3,,4
43,scene0139_00,door,5,317.0,4
43,scene0139_00,door,6,305.0,4
43,scene0139_00,sink,7,483.0,4
43,scene0139_00,table,8,559.0,3
44,scene0144_00,bed,0,74.0,3
44,scene0144_00,table,1,813.0,4
44,scene0144_00,curtain,2,348.0,4
44,scene0144_00,curtain,8,,4
44,scene0144_00,chair,3,234.0,3
44,scene0144_00,chair,4,223.0,3
44,scene0144_00,chair,10,215.0,3
44,scene0144_00,window,5,946.0,4
44,scene0144_00,door,6,461.0,4
44,scene0144_00,door,7,455.0,3
44,scene0144_00,door,9,,3
45,scene0144_01,desk,0,343.0,4
45,scene0144_01,bed,1,93.0,3
45,scene0144_01,chair,2,222.0,3
45,scene0144_01,chair,3,227.0,3
45,scene0144_01,chair,4,211.0,3
45,scene0144_01,door,5,414.0,4
45,scene0144_01,door,6,,4
45,scene0144_01,curtain,7,,4
45,scene0144_01,curtain,8,283.0,4
45,scene0144_01,window,9,844.0,4
46,scene0146_00,otherfurniture,0,276.0,4
46,scene0146_00,toilet,1,467.0,3
46,scene0146_00,sink,2,393.0,3
46,scene0146_00,door,3,255.0,4
47,scene0146_01,otherfurniture,0,301.0,4
47,scene0146_01,sink,1,417.0,3
47,scene0146_01,toilet,2,509.0,3
47,scene0146_01,door,3,,4
48,scene0146_02,otherfurniture,0,326.0,4
48,scene0146_02,sink,1,474.0,3
48,scene0146_02,toilet,2,548.0,3
48,scene0146_02,door,3,289.0,4
49,scene0149_00,counter,0,320.0,2
49,scene0149_00,counter,13,,4
49,scene0149_00,refrigerator,1,627.0,3
49,scene0149_00,cabinet,2,,3
49,scene0149_00,cabinet,3,,3
49,scene0149_00,cabinet,4,,3
49,scene0149_00,cabinet,5,219.0,4
49,scene0149_00,cabinet,6,213.0,3
49,scene0149_00,cabinet,7,,3
49,scene0149_00,cabinet,14,,3
49,scene0149_00,cabinet,15,211.0,4
49,scene0149_00,cabinet,16,203.0,3
49,scene0149_00,window,8,935.0,4
49,scene0149_00,chair,9,,3
49,scene0149_00,otherfurniture,10,548.0,4
49,scene0149_00,sink,11,727.0,3
49,scene0149_00,table,12,,3
50,scene0153_00,sink,0,490.0,4
50,scene0153_00,cabinet,1,127.0,3
50,scene0153_00,cabinet,5,,4
50,scene0153_00,showercurtain,2,478.0,3
50,scene0153_00,door,3,319.0,4
50,scene0153_00,toilet,4,628.0,3
50,scene0153_00,bathtub,6,28.0,4
51,scene0153_01,cabinet,0,105.0,3
51,scene0153_01,cabinet,6,,4
51,scene0153_01,showercurtain,1,379.0,3
51,scene0153_01,door,2,243.0,4
51,scene0153_01,toilet,3,500.0,3
51,scene0153_01,bathtub,4,23.0,4
51,scene0153_01,sink,5,400.0,3
52,scene0164_00,counter,0,263.0,2
52,scene0164_00,cabinet,1,,3
52,scene0164_00,cabinet,2,185.0,3
52,scene0164_00,cabinet,4,199.0,4
52,scene0164_00,cabinet,5,172.0,3
52,scene0164_00,cabinet,6,,4
52,scene0164_00,cabinet,7,,3
52,scene0164_00,cabinet,8,,3
52,scene0164_00,cabinet,9,,4
52,scene0164_00,cabinet,10,,3
52,scene0164_00,cabinet,13,,4
52,scene0164_00,door,3,,4
52,scene0164_00,refrigerator,11,554.0,3
52,scene0164_00,picture,12,,4
53,scene0164_01,counter,0,261.0,2
53,scene0164_01,door,1,392.0,4
53,scene0164_01,refrigerator,2,559.0,3
53,scene0164_01,cabinet,3,,3
53,scene0164_01,cabinet,5,168.0,3
53,scene0164_01,cabinet,7,152.0,3
53,scene0164_01,cabinet,8,,3
53,scene0164_01,picture,4,,4
53,scene0164_01,sink,6,650.0,4
54,scene0164_02,refrigerator,0,577.0,3
54,scene0164_02,cabinet,1,153.0,4
54,scene0164_02,cabinet,2,,3
54,scene0164_02,cabinet,4,,3
54,scene0164_02,cabinet,8,197.0,3
54,scene0164_02,counter,3,258.0,2
54,scene0164_02,door,5,417.0,4
54,scene0164_02,sink,6,659.0,4
54,scene0164_02,picture,7,534.0,4
55,scene0164_03,counter,0,262.0,2
55,scene0164_03,cabinet,1,157.0,3
55,scene0164_03,cabinet,2,138.0,3
55,scene0164_03,cabinet,3,180.0,4
55,scene0164_03,door,4,376.0,4
55,scene0164_03,picture,5,493.0,4
55,scene0164_03,refrigerator,6,516.0,3
56,scene0169_00,chair,0,320.0,3
56,scene0169_00,chair,1,306.0,3
56,scene0169_00,chair,2,315.0,3
56,scene0169_00,chair,3,354.0,4
56,scene0169_00,chair,4,344.0,3
56,scene0169_00,chair,5,323.0,3
56,scene0169_00,chair,6,334.0,4
56,scene0169_00,chair,7,326.0,4
56,scene0169_00,chair,14,303.0,4
56,scene0169_00,chair,15,343.0,4
56,scene0169_00,chair,18,319.0,3
56,scene0169_00,chair,19,309.0,3
56,scene0169_00,chair,20,349.0,3
56,scene0169_00,chair,21,,3
56,scene0169_00,chair,22,314.0,3
56,scene0169_00,chair,23,,3
56,scene0169_00,chair,24,288.0,3
56,scene0169_00,chair,25,297.0,3
56,scene0169_00,chair,26,289.0,2
56,scene0169_00,chair,27,329.0,3
56,scene0169_00,chair,28,290.0,3
56,scene0169_00,chair,29,324.0,3
56,scene0169_00,chair,30,296.0,3
56,scene0169_00,chair,31,305.0,3
56,scene0169_00,chair,32,325.0,3
56,scene0169_00,picture,8,,4
56,scene0169_00,table,9,1112.0,3
56,scene0169_00,cabinet,10,236.0,4
56,scene0169_00,cabinet,16,230.0,4
56,scene0169_00,door,11,635.0,4
56,scene0169_00,window,12,1256.0,4
56,scene0169_00,window,17,,4
56,scene0169_00,otherfurniture,13,641.0,4
57,scene0169_01,window,0,,4
57,scene0169_01,window,10,1230.0,3
57,scene0169_01,chair,1,323.0,3
57,scene0169_01,chair,2,339.0,3
57,scene0169_01,chair,3,308.0,4
57,scene0169_01,chair,4,295.0,3
57,scene0169_01,chair,5,321.0,4
57,scene0169_01,chair,12,349.0,3
57,scene0169_01,chair,13,314.0,4
57,scene0169_01,chair,15,352.0,3
57,scene0169_01,chair,16,322.0,3
57,scene0169_01,chair,17,307.0,3
57,scene0169_01,chair,18,307.0,3
57,scene0169_01,chair,19,,3
57,scene0169_01,chair,20,,3
57,scene0169_01,chair,21,301.0,3
57,scene0169_01,chair,22,319.0,3
57,scene0169_01,chair,23,338.0,3
57,scene0169_01,chair,24,354.0,2
57,scene0169_01,chair,25,327.0,2
57,scene0169_01,chair,26,331.0,2
57,scene0169_01,chair,27,306.0,2
57,scene0169_01,chair,28,300.0,3
57,scene0169_01,chair,29,328.0,2
57,scene0169_01,cabinet,6,257.0,3
57,scene0169_01,cabinet,14,270.0,4
57,scene0169_01,otherfurniture,7,697.0,3
57,scene0169_01,table,8,1125.0,3
57,scene0169_01,door,9,606.0,3
57,scene0169_01,picture,11,,3
58,scene0187_00,chair,0,210.0,3
58,scene0187_00,chair,1,214.0,3
58,scene0187_00,chair,9,189.0,2
58,scene0187_00,chair,10,197.0,2
58,scene0187_00,otherfurniture,2,425.0,2
58,scene0187_00,otherfurniture,3,435.0,3
58,scene0187_00,otherfurniture,11,420.0,3
58,scene0187_00,table,4,692.0,4
58,scene0187_00,table,5,730.0,2
58,scene0187_00,table,6,707.0,2
58,scene0187_00,table,7,729.0,3
58,scene0187_00,table,8,690.0,3
59,scene0187_01,chair,0,199.0,4
59,scene0187_01,chair,1,193.0,4
59,scene0187_01,chair,8,179.0,3
59,scene0187_01,chair,9,184.0,2
59,scene0187_01,table,2,610.0,3
59,scene0187_01,table,3,611.0,3
59,scene0187_01,table,4,625.0,2
59,scene0187_01,table,5,608.0,2
59,scene0187_01,table,6,621.0,4
59,scene0187_01,table,10,618.0,2
59,scene0187_01,otherfurniture,7,365.0,4
59,scene0187_01,otherfurniture,11,361.0,3
60,scene0193_00,door,0,442.0,3
60,scene0193_00,door,6,413.0,2
60,scene0193_00,curtain,1,334.0,4
60,scene0193_00,chair,2,251.0,2
60,scene0193_00,otherfurniture,3,470.0,4
60,scene0193_00,bed,4,51.0,3
60,scene0193_00,desk,5,406.0,3
61,scene0193_01,chair,0,214.0,3
61,scene0193_01,bed,1,59.0,3
61,scene0193_01,door,2,413.0,3
61,scene0193_01,desk,3,365.0,4
61,scene0193_01,curtain,4,283.0,4
61,scene0193_01,window,5,,3
62,scene0196_00,table,0,961.0,3
62,scene0196_00,table,1,955.0,2
62,scene0196_00,table,2,974.0,2
62,scene0196_00,table,3,924.0,3
62,scene0196_00,table,4,957.0,2
62,scene0196_00,door,5,512.0,4
62,scene0196_00,chair,6,271.0,4
62,scene0196_00,chair,7,302.0,3
62,scene0196_00,chair,8,269.0,2
62,scene0196_00,chair,9,277.0,2
62,scene0196_00,chair,10,293.0,2
62,scene0196_00,chair,11,301.0,2
62,scene0196_00,chair,12,264.0,2
62,scene0196_00,chair,13,270.0,3
62,scene0196_00,chair,14,275.0,2
62,scene0196_00,chair,15,260.0,3
62,scene0196_00,chair,16,246.0,3
62,scene0196_00,chair,17,254.0,3
62,scene0196_00,chair,18,261.0,4
62,scene0196_00,chair,19,291.0,3
62,scene0196_00,chair,21,300.0,4
62,scene0196_00,chair,22,300.0,4
62,scene0196_00,chair,23,292.0,3
62,scene0196_00,chair,24,247.0,4
62,scene0196_00,chair,25,255.0,4
62,scene0196_00,chair,26,244.0,2
62,scene0196_00,chair,27,282.0,3
62,scene0196_00,chair,28,273.0,3
62,scene0196_00,chair,29,283.0,3
62,scene0196_00,otherfurniture,20,561.0,3
63,scene0203_00,sofa,0,889.0,3
63,scene0203_00,sofa,1,852.0,4
63,scene0203_00,sofa,6,875.0,3
63,scene0203_00,table,2,926.0,4
63,scene0203_00,table,10,,4
63,scene0203_00,window,3,1071.0,4
63,scene0203_00,window,4,,4
63,scene0203_00,window,5,,4
63,scene0203_00,door,7,509.0,4
63,scene0203_00,picture,8,,4
63,scene0203_00,curtain,9,382.0,4
63,scene0203_00,bookshelf,11,163.0,4
63,scene0203_00,chair,12,296.0,4
63,scene0203_00,otherfurniture,13,541.0,4
64,scene0203_01,table,0,765.0,4
64,scene0203_01,table,11,,4
64,scene0203_01,table,12,,3
64,scene0203_01,sofa,1,745.0,3
64,scene0203_01,sofa,2,759.0,3
64,scene0203_01,bookshelf,3,132.0,4
64,scene0203_01,chair,4,252.0,4
64,scene0203_01,chair,5,209.0,4
64,scene0203_01,door,6,426.0,4
64,scene0203_01,door,14,433.0,4
64,scene0203_01,door,15,,4
64,scene0203_01,window,7,,4
64,scene0203_01,window,8,,4
64,scene0203_01,otherfurniture,9,492.0,4
64,scene0203_01,picture,10,,4
64,scene0203_01,picture,13,,2
65,scene0203_02,table,0,662.0,4
65,scene0203_02,window,1,,4
65,scene0203_02,window,2,,4
65,scene0203_02,bookshelf,3,110.0,4
65,scene0203_02,door,4,352.0,4
65,scene0203_02,door,7,388.0,3
65,scene0203_02,chair,5,219.0,4
65,scene0203_02,picture,6,,4
65,scene0203_02,picture,10,,4
65,scene0203_02,otherfurniture,8,403.0,4
65,scene0203_02,curtain,9,,4
65,scene0203_02,sofa,11,629.0,3
65,scene0203_02,sofa,12,620.0,3
65,scene0203_02,sofa,13,637.0,4
66,scene0207_00,sofa,0,1016.0,4
66,scene0207_00,cabinet,1,242.0,4
66,scene0207_00,cabinet,6,217.0,4
66,scene0207_00,cabinet,12,,3
66,scene0207_00,cabinet,20,212.0,4
66,scene0207_00,cabinet,26,222.0,3
66,scene0207_00,door,2,579.0,2
66,scene0207_00,door,16,600.0,2
66,scene0207_00,door,21,613.0,4
66,scene0207_00,door,23,559.0,2
66,scene0207_00,refrigerator,3,,4
66,scene0207_00,bed,4,80.0,3
66,scene0207_00,otherfurniture,5,,4
66,scene0207_00,otherfurniture,17,641.0,4
66,scene0207_00,otherfurniture,18,639.0,4
66,scene0207_00,otherfurniture,19,,3
66,scene0207_00,chair,7,323.0,3
66,scene0207_00,chair,8,338.0,3
66,scene0207_00,window,9,1185.0,4
66,scene0207_00,window,10,1174.0,4
66,scene0207_00,desk,11,489.0,3
66,scene0207_00,sink,13,,4
66,scene0207_00,sink,25,,3
66,scene0207_00,toilet,14,1123.0,3
66,scene0207_00,counter,15,,3
66,scene0207_00,counter,24,383.0,3
66,scene0207_00,table,22,1102.0,4
66,scene0207_00,showercurtain,27,832.0,4
66,scene0207_00,bathtub,28,16.0,4
67,scene0207_01,counter,0,,3
67,scene0207_01,bed,1,92.0,3
67,scene0207_01,sofa,2,1218.0,4
67,scene0207_01,otherfurniture,3,747.0,3
67,scene0207_01,otherfurniture,21,,4
67,scene0207_01,otherfurniture,22,,3
67,scene0207_01,door,4,711.0,2
67,scene0207_01,door,17,659.0,4
67,scene0207_01,door,19,685.0,2
67,scene0207_01,window,5,1440.0,4
67,scene0207_01,window,15,1418.0,4
67,scene0207_01,sink,6,1122.0,4
67,scene0207_01,sink,7,1141.0,4
67,scene0207_01,cabinet,8,247.0,4
67,scene0207_01,cabinet,11,,4
67,scene0207_01,cabinet,12,260.0,4
67,scene0207_01,table,9,1236.0,3
67,scene0207_01,table,18,1261.0,4
67,scene0207_01,toilet,10,1340.0,4
67,scene0207_01,bathtub,13,7.0,4
67,scene0207_01,chair,14,392.0,3
67,scene0207_01,refrigerator,16,917.0,4
67,scene0207_01,showercurtain,20,1041.0,4
68,scene0207_02,table,0,1133.0,4
68,scene0207_02,door,1,,3
68,scene0207_02,door,2,660.0,2
68,scene0207_02,door,24,665.0,4
68,scene0207_02,cabinet,3,,4
68,scene0207_02,cabinet,6,229.0,4
68,scene0207_02,cabinet,12,256.0,4
68,scene0207_02,cabinet,21,,4
68,scene0207_02,cabinet,23,234.0,4
68,scene0207_02,sink,4,,4
68,scene0207_02,sink,17,962.0,4
68,scene0207_02,toilet,5,1203.0,4
68,scene0207_02,showercurtain,7,916.0,4
68,scene0207_02,bathtub,8,41.0,4
68,scene0207_02,otherfurniture,9,714.0,3
68,scene0207_02,otherfurniture,19,,4
68,scene0207_02,otherfurniture,20,,4
68,scene0207_02,sofa,10,1108.0,4
68,scene0207_02,bed,11,140.0,3
68,scene0207_02,desk,13,521.0,3
68,scene0207_02,refrigerator,14,832.0,4
68,scene0207_02,chair,15,317.0,3
68,scene0207_02,window,16,1291.0,3
68,scene0207_02,window,18,1287.0,3
68,scene0207_02,counter,22,,4
69,scene0208_00,bookshelf,0,124.0,4
69,scene0208_00,bookshelf,1,94.0,3
69,scene0208_00,bookshelf,2,98.0,2
69,scene0208_00,bookshelf,3,113.0,2
69,scene0208_00,bookshelf,13,,3
69,scene0208_00,otherfurniture,4,,3
69,scene0208_00,otherfurniture,5,468.0,2
69,scene0208_00,otherfurniture,6,440.0,2
69,scene0208_00,otherfurniture,7,,2
69,scene0208_00,otherfurniture,8,460.0,2
69,scene0208_00,otherfurniture,9,459.0,3
69,scene0208_00,otherfurniture,10,424.0,4
69,scene0208_00,table,11,743.0,3
69,scene0208_00,table,12,707.0,3
70,scene0217_00,otherfurniture,0,468.0,4
70,scene0217_00,otherfurniture,1,468.0,4
70,scene0217_00,otherfurniture,2,434.0,4
70,scene0217_00,otherfurniture,3,434.0,4
70,scene0217_00,otherfurniture,8,,2
70,scene0217_00,otherfurniture,14,,4
70,scene0217_00,otherfurniture,15,436.0,2
70,scene0217_00,otherfurniture,16,,4
70,scene0217_00,desk,4,353.0,4
70,scene0217_00,desk,5,371.0,4
70,scene0217_00,bed,6,64.0,4
70,scene0217_00,bed,7,78.0,4
70,scene0217_00,chair,9,214.0,3
70,scene0217_00,chair,10,196.0,3
70,scene0217_00,door,11,386.0,3
70,scene0217_00,door,17,,4
70,scene0217_00,window,12,811.0,4
70,scene0217_00,window,13,808.0,4
71,scene0221_00,chair,0,266.0,4
71,scene0221_00,chair,1,277.0,4
71,scene0221_00,chair,18,,3
71,scene0221_00,table,2,927.0,3
71,scene0221_00,table,22,929.0,4
71,scene0221_00,bed,3,98.0,2
71,scene0221_00,bed,4,85.0,3
71,scene0221_00,desk,5,473.0,4
71,scene0221_00,otherfurniture,6,,4
71,scene0221_00,otherfurniture,11,562.0,3
71,scene0221_00,otherfurniture,15,553.0,4
71,scene0221_00,otherfurniture,19,593.0,4
71,scene0221_00,otherfurniture,23,,3
71,scene0221_00,cabinet,7,183.0,2
71,scene0221_00,cabinet,9,,4
71,scene0221_00,door,8,504.0,4
71,scene0221_00,door,17,,4
71,scene0221_00,door,21,524.0,3
71,scene0221_00,sink,10,,4
71,scene0221_00,picture,12,,4
71,scene0221_00,picture,13,,4
71,scene0221_00,curtain,14,396.0,4
71,scene0221_00,window,16,1067.0,4
71,scene0221_00,bathtub,20,,4
72,scene0221_01,chair,0,,3
72,scene0221_01,chair,1,292.0,4
72,scene0221_01,chair,2,250.0,3
72,scene0221_01,door,3,533.0,4
72,scene0221_01,door,13,,4
72,scene0221_01,table,4,931.0,3
72,scene0221_01,otherfurniture,5,554.0,4
72,scene0221_01,otherfurniture,14,560.0,4
72,scene0221_01,otherfurniture,15,586.0,4
72,scene0221_01,bed,6,117.0,2
72,scene0221_01,bed,7,82.0,2
72,scene0221_01,desk,8,439.0,4
72,scene0221_01,cabinet,9,215.0,3
72,scene0221_01,picture,10,664.0,4
72,scene0221_01,picture,11,633.0,4
72,scene0221_01,curtain,12,,4
73,scene0222_00,bed,0,98.0,3
73,scene0222_00,bed,3,104.0,3
73,scene0222_00,door,1,570.0,3
73,scene0222_00,door,2,,3
73,scene0222_00,door,11,601.0,3
73,scene0222_00,door,12,601.0,3
73,scene0222_00,chair,4,332.0,3
73,scene0222_00,chair,5,304.0,3
73,scene0222_00,desk,6,491.0,3
73,scene0222_00,desk,7,530.0,2
73,scene0222_00,otherfurniture,8,644.0,4
73,scene0222_00,otherfurniture,9,671.0,4
73,scene0222_00,otherfurniture,15,,4
73,scene0222_00,otherfurniture,17,669.0,4
73,scene0222_00,refrigerator,10,779.0,4
73,scene0222_00,refrigerator,16,793.0,3
73,scene0222_00,window,13,1215.0,4
73,scene0222_00,window,14,1176.0,4
74,scene0222_01,chair,0,334.0,3
74,scene0222_01,chair,1,302.0,3
74,scene0222_01,bed,2,83.0,3
74,scene0222_01,bed,12,109.0,3
74,scene0222_01,desk,3,536.0,3
74,scene0222_01,desk,4,522.0,3
74,scene0222_01,door,5,610.0,3
74,scene0222_01,door,8,625.0,3
74,scene0222_01,door,15,574.0,3
74,scene0222_01,refrigerator,6,839.0,3
74,scene0222_01,refrigerator,9,837.0,4
74,scene0222_01,otherfurniture,7,,4
74,scene0222_01,otherfurniture,10,675.0,4
74,scene0222_01,otherfurniture,11,675.0,4
74,scene0222_01,otherfurniture,16,,4
74,scene0222_01,window,13,,4
74,scene0222_01,window,14,1230.0,4
75,scene0231_00,desk,0,499.0,4
75,scene0231_00,table,1,1021.0,4
75,scene0231_00,door,2,,2
75,scene0231_00,door,33,578.0,4
75,scene0231_00,door,34,578.0,4
75,scene0231_00,picture,3,,4
75,scene0231_00,picture,4,,4
75,scene0231_00,picture,5,,4
75,scene0231_00,picture,13,,4
75,scene0231_00,otherfurniture,6,633.0,4
75,scene0231_00,otherfurniture,9,,4
75,scene0231_00,window,7,,4
75,scene0231_00,window,18,,4
75,scene0231_00,window,19,,4
75,scene0231_00,chair,8,324.0,3
75,scene0231_00,chair,10,,3
75,scene0231_00,chair,11,277.0,3
75,scene0231_00,chair,12,287.0,3
75,scene0231_00,chair,37,269.0,4
75,scene0231_00,chair,38,294.0,3
75,scene0231_00,cabinet,14,,3
75,scene0231_00,cabinet,16,,3
75,scene0231_00,cabinet,17,224.0,3
75,scene0231_00,cabinet,21,203.0,3
75,scene0231_00,cabinet,22,,4
75,scene0231_00,cabinet,23,,4
75,scene0231_00,cabinet,24,238.0,4
75,scene0231_00,cabinet,25,196.0,4
75,scene0231_00,cabinet,26,,4
75,scene0231_00,cabinet,27,,4
75,scene0231_00,cabinet,28,,4
75,scene0231_00,cabinet,29,209.0,4
75,scene0231_00,cabinet,30,235.0,4
75,scene0231_00,cabinet,31,256.0,4
75,scene0231_00,cabinet,35,207.0,4
75,scene0231_00,counter,15,,3
75,scene0231_00,sink,20,900.0,3
75,scene0231_00,sink,32,,3
75,scene0231_00,sofa,36,936.0,3
75,scene0231_00,refrigerator,39,776.0,3
76,scene0231_01,sofa,0,958.0,3
76,scene0231_01,chair,1,298.0,3
76,scene0231_01,chair,2,280.0,3
76,scene0231_01,chair,9,,4
76,scene0231_01,chair,19,,3
76,scene0231_01,chair,21,307.0,3
76,scene0231_01,chair,22,285.0,3
76,scene0231_01,counter,3,,3
76,scene0231_01,cabinet,4,229.0,4
76,scene0231_01,cabinet,5,,4
76,scene0231_01,cabinet,6,216.0,4
76,scene0231_01,cabinet,7,,4
76,scene0231_01,cabinet,8,,4
76,scene0231_01,cabinet,25,,3
76,scene0231_01,cabinet,26,,3
76,scene0231_01,cabinet,27,,3
76,scene0231_01,cabinet,28,,4
76,scene0231_01,cabinet,29,,4
76,scene0231_01,cabinet,30,,4
76,scene0231_01,cabinet,31,,4
76,scene0231_01,cabinet,32,,4
76,scene0231_01,cabinet,34,,4
76,scene0231_01,cabinet,35,,4
76,scene0231_01,cabinet,37,241.0,4
76,scene0231_01,desk,10,490.0,4
76,scene0231_01,door,11,,2
76,scene0231_01,door,16,583.0,4
76,scene0231_01,table,12,,4
76,scene0231_01,picture,13,,4
76,scene0231_01,picture,14,,4
76,scene0231_01,picture,15,,4
76,scene0231_01,window,17,1154.0,4
76,scene0231_01,window,23,1133.0,4
76,scene0231_01,window,24,,4
76,scene0231_01,window,33,,4
76,scene0231_01,otherfurniture,18,590.0,4
76,scene0231_01,otherfurniture,20,,4
76,scene0231_01,refrigerator,36,761.0,3
76,scene0231_01,sink,38,,3
77,scene0231_02,sofa,0,899.0,4
77,scene0231_02,sofa,1,920.0,3
77,scene0231_02,chair,2,279.0,3
77,scene0231_02,chair,7,313.0,3
77,scene0231_02,chair,8,308.0,3
77,scene0231_02,chair,9,285.0,3
77,scene0231_02,chair,16,,3
77,scene0231_02,table,3,973.0,4
77,scene0231_02,desk,4,464.0,4
77,scene0231_02,cabinet,5,232.0,4
77,scene0231_02,cabinet,6,231.0,4
77,scene0231_02,cabinet,17,198.0,4
77,scene0231_02,cabinet,19,211.0,3
77,scene0231_02,cabinet,20,,3
77,scene0231_02,cabinet,24,204.0,4
77,scene0231_02,cabinet,26,,4
77,scene0231_02,cabinet,27,209.0,4
77,scene0231_02,cabinet,28,,4
77,scene0231_02,cabinet,30,200.0,3
77,scene0231_02,window,10,,4
77,scene0231_02,window,22,,4
77,scene0231_02,window,23,,4
77,scene0231_02,window,25,1088.0,4
77,scene0231_02,door,11,,2
77,scene0231_02,door,31,513.0,4
77,scene0231_02,picture,12,,4
77,scene0231_02,picture,13,701.0,4
77,scene0231_02,otherfurniture,14,583.0,4
77,scene0231_02,otherfurniture,15,,4
77,scene0231_02,counter,18,,3
77,scene0231_02,sink,21,877.0,4
77,scene0231_02,sink,32,,3
77,scene0231_02,refrigerator,29,712.0,3
78,scene0246_00,chair,0,281.0,4
78,scene0246_00,table,1,986.0,3
78,scene0246_00,toilet,2,1101.0,3
78,scene0246_00,cabinet,3,250.0,2
78,scene0246_00,cabinet,4,217.0,3
78,scene0246_00,bed,5,123.0,3
78,scene0246_00,curtain,6,431.0,4
78,scene0246_00,otherfurniture,7,624.0,3
78,scene0246_00,sink,8,,2
78,scene0246_00,showercurtain,9,809.0,3
78,scene0246_00,picture,10,,3
78,scene0246_00,picture,11,,2
79,scene0249_00,chair,0,,4
79,scene0249_00,chair,1,321.0,4
79,scene0249_00,chair,2,306.0,4
79,scene0249_00,chair,3,313.0,3
79,scene0249_00,chair,4,345.0,4
79,scene0249_00,chair,5,339.0,3
79,scene0249_00,chair,6,374.0,3
79,scene0249_00,chair,7,315.0,3
79,scene0249_00,chair,8,342.0,4
79,scene0249_00,chair,9,,4
79,scene0249_00,chair,10,,4
79,scene0249_00,chair,11,362.0,3
79,scene0249_00,chair,12,341.0,2
79,scene0249_00,chair,13,365.0,2
79,scene0249_00,chair,14,358.0,4
79,scene0249_00,chair,26,371.0,3
79,scene0249_00,chair,27,340.0,3
79,scene0249_00,chair,28,,2
79,scene0249_00,chair,29,375.0,2
79,scene0249_00,chair,30,332.0,2
79,scene0249_00,chair,31,,4
79,scene0249_00,chair,32,316.0,3
79,scene0249_00,chair,33,378.0,2
79,scene0249_00,chair,34,353.0,3
79,scene0249_00,chair,35,,4
79,scene0249_00,chair,36,310.0,3
79,scene0249_00,chair,37,,2
79,scene0249_00,chair,38,333.0,2
79,scene0249_00,chair,39,328.0,2
79,scene0249_00,chair,40,370.0,2
79,scene0249_00,chair,41,304.0,2
79,scene0249_00,chair,42,373.0,2
79,scene0249_00,chair,43,331.0,2
79,scene0249_00,table,15,1212.0,3
79,scene0249_00,table,17,1171.0,2
79,scene0249_00,table,18,1192.0,3
79,scene0249_00,otherfurniture,16,704.0,4
79,scene0249_00,otherfurniture,19,739.0,4
79,scene0249_00,otherfurniture,20,698.0,3
79,scene0249_00,otherfurniture,21,709.0,3
79,scene0249_00,otherfurniture,22,735.0,3
79,scene0249_00,otherfurniture,25,691.0,4
79,scene0249_00,window,23,1324.0,4
79,scene0249_00,window,24,1349.0,4
80,scene0251_00,chair,0,218.0,2
80,scene0251_00,chair,1,214.0,2
80,scene0251_00,otherfurniture,2,471.0,3
80,scene0251_00,otherfurniture,3,483.0,3
80,scene0251_00,otherfurniture,4,478.0,3
