img_id,classname,gt_index,has_pred_bbox
170,curtain,0,False
170,curtain,1,True
170,chair,2,True
171,chair,0,True
171,cabinet,1,False
171,cabinet,2,True
171,bed,3,True
171,curtain,4,True
172,chair,0,True
172,chair,1,True
172,chair,2,True
172,chair,3,True
172,chair,4,True
172,chair,5,True
172,chair,6,True
172,chair,7,False
172,chair,8,False
172,chair,9,True
172,chair,10,True
172,chair,11,True
172,chair,12,False
172,chair,13,False
172,chair,14,True
172,desk,15,False
172,desk,16,False
172,desk,17,True
172,door,18,True
172,door,19,True
173,chair,0,True
173,chair,1,True
173,chair,2,True
173,chair,3,True
173,chair,4,True
173,chair,5,True
173,chair,6,True
173,chair,7,True
173,chair,8,True
173,chair,9,True
173,chair,10,True
173,chair,11,False
173,chair,12,False
173,chair,13,True
173,chair,14,True
173,chair,15,True
173,chair,16,True
173,chair,17,True
173,chair,18,True
173,chair,19,True
173,chair,20,True
173,chair,21,True
173,chair,22,True
173,chair,23,True
173,chair,24,True
173,chair,25,True
174,chair,0,True
175,chair,0,True
175,chair,1,True
175,chair,2,True
175,chair,3,True
175,cabinet,4,True
176,chair,0,True
176,chair,1,True
176,chair,2,True
176,chair,3,True
176,chair,4,True
176,chair,5,True
176,chair,6,True
176,chair,7,True
176,chair,8,True
176,chair,9,True
176,door,10,True
177,chair,0,True
177,chair,1,True
177,chair,2,True
177,chair,3,True
177,chair,4,True
177,chair,5,True
177,chair,6,True
177,chair,7,True
177,chair,8,True
177,door,9,True
177,door,10,True
178,chair,0,True
178,chair,1,True
178,chair,2,True
178,chair,3,True
179,door,0,True
180,chair,0,True
180,chair,1,True
180,chair,2,True
180,chair,3,True
180,chair,4,True
180,chair,5,True
180,chair,6,True
180,chair,7,True
180,door,8,False
180,door,9,True
181,chair,0,True
181,chair,1,True
181,chair,2,True
181,chair,3,True
181,chair,4,True
181,chair,5,True
181,chair,6,True
181,door,7,False
181,door,8,False
181,door,9,True
182,cabinet,0,False
182,cabinet,1,True
182,cabinet,2,True
182,cabinet,3,True
182,cabinet,4,True
182,cabinet,5,False
182,counter,6,True
183,desk,0,True
183,curtain,1,True
183,bed,2,True
183,chair,3,True
183,chair,4,True
183,door,5,False
183,door,6,False
183,bookshelf,7,True
183,cabinet,8,False
184,cabinet,0,False
184,door,1,True
184,door,2,True
185,chair,0,True
185,chair,1,True
185,chair,2,True
185,chair,3,True
185,chair,4,True
185,chair,5,True
185,chair,6,True
185,chair,7,True
185,door,8,True
186,chair,0,True
186,chair,1,True
186,chair,2,True
186,chair,3,True
186,chair,4,True
186,chair,5,True
186,chair,6,True
186,chair,7,True
186,chair,8,True
186,chair,9,True
186,chair,10,True
186,chair,11,True
186,chair,12,True
186,chair,13,True
186,chair,14,True
186,chair,15,True
186,chair,16,True
186,chair,17,True
186,door,18,True
187,cabinet,0,True
187,door,1,True
187,door,2,False
187,door,3,False
187,bathtub,4,True
188,chair,0,True
188,chair,1,True
188,chair,2,True
188,chair,3,False
188,cabinet,4,True
188,cabinet,5,True
188,counter,6,True
189,cabinet,0,True
189,cabinet,1,False
189,cabinet,2,True
189,cabinet,3,False
189,door,4,True
189,curtain,5,True
189,chair,6,True
189,chair,7,False
189,chair,8,True
189,chair,9,True
189,chair,10,False
189,chair,11,True
189,chair,12,True
189,chair,13,True
189,chair,14,False
189,bed,15,True
190,chair,0,True
190,chair,1,True
190,chair,2,True
190,chair,3,True
190,chair,4,True
190,chair,5,True
190,door,6,True
191,cabinet,0,True
191,cabinet,1,False
191,cabinet,2,False
191,cabinet,3,True
191,cabinet,4,True
191,cabinet,5,True
191,cabinet,6,True
191,cabinet,7,True
191,cabinet,8,True
191,cabinet,9,True
191,counter,10,True
191,counter,11,True
192,bathtub,0,True
192,cabinet,1,True
192,door,2,True
192,door,3,True
193,chair,0,True
193,chair,1,True
193,chair,2,True
193,chair,3,True
193,chair,4,True
193,chair,5,True
193,chair,6,True
194,bathtub,0,True
194,door,1,True
194,curtain,2,False
195,chair,0,True
195,chair,1,True
195,chair,2,False
195,chair,3,True
195,bookshelf,4,True
195,door,5,True
195,cabinet,6,True
195,cabinet,7,True
195,desk,8,True
196,chair,0,True
196,chair,1,True
196,chair,2,True
196,chair,3,True
196,chair,4,True
196,chair,5,True
196,chair,6,True
196,chair,7,True
196,chair,8,False
196,chair,9,False
197,door,0,True
197,cabinet,1,False
197,cabinet,2,True
197,cabinet,3,True
197,counter,4,True
198,bed,0,True
198,door,1,True
198,door,2,True
198,door,3,True
198,door,4,True
198,chair,5,True
198,desk,6,True
199,chair,0,True
199,chair,1,True
199,chair,2,True
199,curtain,3,True
199,door,4,False
200,bookshelf,0,True
200,bookshelf,1,True
201,chair,0,True
201,chair,1,True
201,door,2,True
201,door,3,True
201,door,4,True
201,cabinet,5,True
202,chair,0,True
202,door,1,False
202,door,2,True
203,chair,0,True
203,chair,1,True
203,chair,2,True
203,chair,3,True
203,chair,4,True
203,chair,5,True
203,chair,6,True
203,chair,7,True
203,chair,8,True
203,chair,9,True
203,chair,10,True
203,chair,11,True
203,chair,12,True
203,chair,13,True
203,chair,14,False
203,chair,15,True
203,chair,16,True
203,chair,17,True
203,chair,18,False
203,chair,19,True
204,bed,0,True
204,bed,1,False
205,counter,0,True
205,bathtub,1,True
205,door,2,True
205,door,3,True
206,chair,0,True
206,chair,1,True
207,desk,0,True
207,door,1,False
207,door,2,False
207,door,3,False
207,chair,4,True
207,chair,5,True
207,chair,6,False
207,chair,7,True
207,chair,8,True
207,chair,9,True
207,cabinet,10,False
207,cabinet,11,False
207,cabinet,12,True
207,cabinet,13,True
207,cabinet,14,False
207,cabinet,15,True
207,cabinet,16,True
207,cabinet,17,True
207,cabinet,18,True
207,cabinet,19,False
207,cabinet,20,True
207,cabinet,21,False
207,cabinet,22,True
207,cabinet,23,True
207,cabinet,24,True
207,counter,25,False
208,chair,0,True
208,chair,1,True
208,chair,2,True
208,chair,3,True
208,chair,4,True
208,chair,5,True
209,cabinet,0,True
209,cabinet,1,False
209,door,2,True
209,counter,3,True
210,cabinet,0,False
210,door,1,True
210,door,2,True
210,door,3,False
210,door,4,True
210,counter,5,True
211,door,0,True
211,door,1,True
211,door,2,True
211,door,3,False
211,door,4,True
211,door,5,True
212,cabinet,0,True
212,door,1,True
212,door,2,True
212,door,3,False
213,chair,0,True
213,chair,1,True
213,chair,2,True
213,chair,3,True
213,chair,4,True
213,chair,5,True
213,chair,6,True
213,chair,7,True
213,chair,8,True
213,chair,9,True
213,chair,10,True
213,chair,11,True
213,cabinet,12,True
213,cabinet,13,False
213,door,14,True
214,curtain,0,True
214,cabinet,1,False
214,cabinet,2,True
214,door,3,False
214,door,4,True
214,door,5,True
214,door,6,True
215,door,0,True
215,door,1,True
215,door,2,False
215,counter,3,True
215,cabinet,4,False
216,chair,0,True
216,chair,1,True
216,chair,2,True
216,bed,3,True
216,bed,4,True
216,desk,5,True
216,cabinet,6,True
216,cabinet,7,True
216,door,8,True
216,door,9,False
216,door,10,True
216,curtain,11,True
216,bathtub,12,False
217,chair,0,True
217,chair,1,True
217,chair,2,True
217,chair,3,True
217,cabinet,4,True
217,cabinet,5,True
217,cabinet,6,True
217,door,7,True
217,counter,8,True
218,cabinet,0,True
218,cabinet,1,True
218,counter,2,True
218,door,3,True
219,bookshelf,0,False
219,bookshelf,1,True
219,chair,2,True
219,chair,3,True
219,chair,4,True
220,door,0,True
221,cabinet,0,True
221,cabinet,1,True
221,cabinet,2,True
221,cabinet,3,True
221,cabinet,4,False
221,cabinet,5,True
221,cabinet,6,True
221,cabinet,7,True
221,cabinet,8,True
221,cabinet,9,True
221,counter,10,True
221,counter,11,True
222,cabinet,0,True
222,door,1,False
222,door,2,True
222,door,3,True
223,door,0,False
223,door,1,True
223,door,2,True
223,door,3,True
223,door,4,False
223,door,5,True
223,cabinet,6,False
223,cabinet,7,True
223,cabinet,8,True
223,chair,9,True
224,curtain,0,False
224,curtain,1,False
224,curtain,2,False
224,desk,3,True
224,chair,4,True
224,chair,5,True
224,chair,6,True
224,bed,7,True
224,bed,8,True
224,cabinet,9,True
224,door,10,False
224,door,11,False
224,door,12,True
225,chair,0,True
225,chair,1,True
225,chair,2,True
225,chair,3,True
225,chair,4,True
225,chair,5,False
225,cabinet,6,True
225,door,7,True
225,counter,8,True
226,cabinet,0,True
226,door,1,False
227,chair,0,True
227,chair,1,True
227,chair,2,True
227,chair,3,True
227,chair,4,True
227,chair,5,True
227,chair,6,True
227,chair,7,True
227,chair,8,True
227,chair,9,True
227,chair,10,True
228,desk,0,True
228,bed,1,False
228,chair,2,True
228,door,3,True
228,door,4,True
229,chair,0,True
229,chair,1,True
229,chair,2,True
229,chair,3,False
229,door,4,True
230,cabinet,0,True
230,cabinet,1,True
230,cabinet,2,True
230,cabinet,3,True
230,door,4,True
230,door,5,True
231,door,0,True
231,door,1,True
231,door,2,True
231,door,3,False
231,cabinet,4,True
231,bed,5,True
231,chair,6,True
232,chair,0,False
232,chair,1,False
232,chair,2,True
232,chair,3,False
232,chair,4,False
232,chair,5,False
232,chair,6,False
232,chair,7,False
232,chair,8,True
232,chair,9,True
232,door,10,True
232,door,11,True
233,chair,0,True
233,chair,1,True
233,chair,2,True
233,chair,3,True
233,chair,4,True
233,chair,5,True
233,chair,6,True
233,chair,7,True
233,chair,8,True
233,chair,9,True
233,chair,10,True
233,chair,11,True
233,chair,12,True
233,chair,13,True
233,chair,14,True
233,chair,15,True
233,chair,16,True
233,bookshelf,17,True
233,bookshelf,18,True
233,bookshelf,19,False
233,bookshelf,20,True
233,bookshelf,21,False
233,door,22,True
233,door,23,True
235,door,0,True
235,door,1,True
235,door,2,True
235,cabinet,3,True
235,cabinet,4,True
235,cabinet,5,True
235,cabinet,6,True
235,cabinet,7,True
235,bathtub,8,True
235,bed,9,True
235,desk,10,True
235,chair,11,True
235,counter,12,True
236,desk,0,True
236,bed,1,True
236,bed,2,True
236,curtain,3,True
236,curtain,4,False
236,chair,5,True
236,chair,6,True
236,door,7,True
237,curtain,0,True
237,curtain,1,False
237,bathtub,2,True
237,chair,3,True
237,chair,4,True
237,bed,5,True
237,bed,6,True
237,desk,7,True
237,door,8,True
237,door,9,False
237,door,10,False
238,curtain,0,True
238,bed,1,True
238,chair,2,True
238,bathtub,3,True
238,door,4,True
238,door,5,True
238,door,6,False
239,door,0,False
239,door,1,False
239,door,2,True
239,cabinet,3,True
240,cabinet,0,True
240,door,1,True
241,chair,0,True
241,chair,1,True
241,chair,2,True
241,chair,3,True
241,door,4,False
241,door,5,True
241,door,6,True
242,curtain,0,True
242,curtain,1,False
242,door,2,True
242,desk,3,True
242,chair,4,True
242,chair,5,True
242,bed,6,True
242,bed,7,True
243,desk,0,True
243,curtain,1,True
243,curtain,2,False
243,cabinet,3,True
243,bed,4,True
243,bathtub,5,True
243,chair,6,True
243,door,7,True
243,door,8,True
243,door,9,True
244,door,0,True
244,door,1,True
244,chair,2,True
244,chair,3,True
244,chair,4,True
244,chair,5,True
244,chair,6,True
244,chair,7,True
244,chair,8,True
244,chair,9,True
244,chair,10,True
245,chair,0,True
245,chair,1,True
245,chair,2,True
245,chair,3,True
245,desk,4,True
245,desk,5,True
245,desk,6,True
245,bookshelf,7,True
245,bookshelf,8,True
245,cabinet,9,True
245,cabinet,10,True
245,door,11,True
246,cabinet,0,False
246,cabinet,1,True
246,cabinet,2,False
246,cabinet,3,False
246,cabinet,4,True
246,cabinet,5,False
246,cabinet,6,False
246,cabinet,7,True
246,cabinet,8,False
246,cabinet,9,True
246,cabinet,10,True
246,counter,11,True
247,chair,0,True
247,chair,1,True
247,chair,2,True
247,door,3,True
247,cabinet,4,True
247,cabinet,5,False
247,cabinet,6,False
247,desk,7,True
248,door,0,True
248,door,1,True
248,door,2,True
248,door,3,True
248,door,4,True
248,door,5,True
248,door,6,True
248,door,7,True
248,cabinet,8,False
248,cabinet,9,False
248,chair,10,True
248,chair,11,True
248,chair,12,True
248,chair,13,True
249,chair,0,True
249,chair,1,True
249,chair,2,True
249,chair,3,True
249,chair,4,True
249,chair,5,True
249,cabinet,6,True
249,bookshelf,7,False
250,bed,0,True
250,desk,1,True
250,cabinet,2,True
250,chair,3,True
250,door,4,True
251,chair,0,True
251,chair,1,True
251,chair,2,True
251,chair,3,True
251,chair,4,True
251,cabinet,5,True
252,door,0,True
252,door,1,True
252,bathtub,2,True
253,chair,0,True
253,chair,1,True
253,cabinet,2,True
253,cabinet,3,True
253,counter,4,True
254,cabinet,0,True
254,door,1,True
254,counter,2,False
254,bathtub,3,True
255,counter,0,True
255,counter,1,True
255,cabinet,2,False
255,cabinet,3,False
255,cabinet,4,False
255,cabinet,5,True
255,cabinet,6,True
255,cabinet,7,False
255,cabinet,8,False
255,cabinet,9,True
255,cabinet,10,True
255,chair,11,False
256,chair,0,True
256,chair,1,True
256,bed,2,True
256,bed,3,True
256,desk,4,True
256,desk,5,True
256,door,6,False
257,chair,0,True
257,chair,1,True
257,desk,2,True
257,cabinet,3,False
257,cabinet,4,True
258,cabinet,0,True
258,cabinet,1,True
258,cabinet,2,True
258,door,3,False
258,door,4,True
258,door,5,False
258,door,6,True
258,door,7,True
258,door,8,True
258,door,9,True
258,chair,10,True
259,door,0,True
260,door,0,True
260,door,1,True
260,door,2,False
260,door,3,True
261,cabinet,0,True
261,cabinet,1,False
261,cabinet,2,True
261,counter,3,True
261,door,4,True
262,chair,0,True
262,bathtub,1,True
262,bed,2,True
262,desk,3,True
262,door,4,True
262,door,5,False
262,door,6,True
262,curtain,7,True
263,door,0,True
264,chair,0,True
264,chair,1,True
264,chair,2,True
264,chair,3,True
265,cabinet,0,True
265,bathtub,1,True
265,door,2,True
265,door,3,True
266,bookshelf,0,True
266,bookshelf,1,True
266,bookshelf,2,True
266,bookshelf,3,True
266,bookshelf,4,True
267,chair,0,True
267,chair,1,True
267,chair,2,True
267,bookshelf,3,False
267,bookshelf,4,True
268,chair,0,True
268,chair,1,True
268,chair,2,True
268,chair,3,False
268,bookshelf,4,True
268,desk,5,True
268,door,6,True
269,bed,0,True
269,chair,1,True
269,chair,2,True
269,curtain,3,True
269,bookshelf,4,True
269,desk,5,True
270,door,0,True
270,door,1,True
271,cabinet,0,False
271,cabinet,1,True
271,cabinet,2,True
271,cabinet,3,True
271,chair,4,True
271,chair,5,True
271,door,6,True
271,door,7,True
271,desk,8,True
272,door,0,False
272,chair,1,True
272,chair,2,True
272,chair,3,True
272,chair,4,True
272,chair,5,True
272,chair,6,True
272,chair,7,True
272,chair,8,True
273,desk,0,True
273,cabinet,1,True
273,cabinet,2,False
273,door,3,True
273,bed,4,True
273,chair,5,True
274,desk,0,True
274,bed,1,True
274,chair,2,True
274,chair,3,True
274,chair,4,False
274,bookshelf,5,True
274,curtain,6,True
275,chair,0,True
275,chair,1,True
275,chair,2,True
275,chair,3,True
275,chair,4,True
275,chair,5,True
275,chair,6,True
275,chair,7,True
275,chair,8,True
275,chair,9,True
275,chair,10,False
275,chair,11,False
275,chair,12,False
275,chair,13,True
275,chair,14,True
275,chair,15,True
275,chair,16,True
275,chair,17,True
275,chair,18,True
275,chair,19,True
275,chair,20,True
275,chair,21,True
275,cabinet,22,True
275,cabinet,23,True
275,door,24,True
276,chair,0,True
276,chair,1,True
276,chair,2,True
276,door,3,True
276,door,4,False
276,bed,5,True
276,bed,6,True
276,desk,7,True
276,cabinet,8,True
276,curtain,9,False
277,chair,0,True
277,chair,1,True
277,chair,2,True
277,chair,3,True
277,chair,4,True
277,chair,5,True
277,chair,6,True
277,chair,7,True
277,chair,8,True
277,chair,9,True
277,chair,10,True
277,chair,11,True
277,chair,12,True
277,chair,13,True
277,chair,14,True
277,chair,15,True
277,chair,16,True
278,chair,0,True
278,chair,1,True
278,chair,2,True
278,chair,3,True
278,chair,4,True
278,chair,5,True
278,chair,6,True
279,chair,0,True
279,door,1,True
279,door,2,True
280,chair,0,True
281,desk,0,True
281,desk,1,True
281,desk,2,True
281,cabinet,3,True
281,cabinet,4,True
281,door,5,True
281,bookshelf,6,True
281,bookshelf,7,True
281,chair,8,True
281,chair,9,True
281,chair,10,True
281,chair,11,True
282,chair,0,True
282,chair,1,True
283,door,0,True
283,door,1,True
283,chair,2,True
284,chair,0,True
284,chair,1,True
284,chair,2,True
284,curtain,3,False
284,bookshelf,4,True
284,desk,5,True
284,desk,6,False
284,door,7,False
284,door,8,False
284,bed,9,True
285,door,0,True
285,door,1,True
285,counter,2,True
286,cabinet,0,True
286,chair,1,True
286,chair,2,True
286,chair,3,True
286,chair,4,True
286,chair,5,True
286,chair,6,True
286,chair,7,True
286,chair,8,True
286,chair,9,True
286,chair,10,True
286,chair,11,True
286,chair,12,True
286,chair,13,True
286,chair,14,False
286,chair,15,True
286,chair,16,True
286,chair,17,True
286,chair,18,True
286,chair,19,False
286,chair,20,True
286,chair,21,True
286,chair,22,True
286,chair,23,True
286,chair,24,True
286,door,25,True
287,chair,0,True
287,chair,1,True
287,bed,2,True
287,bed,3,True
287,desk,4,True
287,desk,5,True
287,door,6,True
287,door,7,True
287,door,8,True
288,door,0,True
289,bed,0,False
289,door,1,True
289,door,2,True
289,door,3,True
289,door,4,True
289,desk,5,False
289,chair,6,False
289,cabinet,7,True
289,cabinet,8,True
290,door,0,True
290,door,1,True
290,door,2,False
290,door,3,True
291,chair,0,True
291,chair,1,True
291,chair,2,True
291,chair,3,True
291,chair,4,True
291,desk,5,True
291,cabinet,6,False
291,cabinet,7,True
291,cabinet,8,True
291,cabinet,9,False
291,cabinet,10,False
291,cabinet,11,True
291,cabinet,12,False
291,cabinet,13,True
291,cabinet,14,False
291,cabinet,15,True
291,door,16,False
291,door,17,True
291,counter,18,False
292,bed,0,True
292,curtain,1,True
292,curtain,2,False
292,chair,3,True
292,chair,4,True
292,chair,5,True
292,door,6,True
292,door,7,True
292,door,8,False
293,chair,0,True
293,chair,1,True
293,chair,2,True
293,bed,3,True
293,door,4,False
293,door,5,True
293,desk,6,True
294,cabinet,0,True
294,cabinet,1,True
294,cabinet,2,True
294,cabinet,3,True
294,cabinet,4,True
294,door,5,True
294,door,6,True
294,door,7,True
294,door,8,True
294,bed,9,True
294,chair,10,False
294,chair,11,True
294,desk,12,True
294,counter,13,True
294,counter,14,False
294,bathtub,15,True
295,bathtub,0,True
295,cabinet,1,True
295,door,2,True
295,door,3,True
296,chair,0,True
296,chair,1,True
296,chair,2,True
296,chair,3,True
297,chair,0,True
297,chair,1,True
297,cabinet,2,False
297,cabinet,3,True
298,counter,0,True
298,door,1,True
298,door,2,True
299,door,0,True
299,door,1,True
299,door,2,True
299,door,3,True
299,door,4,True
299,cabinet,5,True
299,bathtub,6,True
300,cabinet,0,True
300,cabinet,1,True
300,cabinet,2,True
300,cabinet,3,False
300,cabinet,4,True
300,counter,5,True
300,counter,6,True
300,door,7,True
300,door,8,True
300,chair,9,True
300,chair,10,True
300,chair,11,True
301,door,0,False
301,door,1,True
301,chair,2,True
301,chair,3,True
301,chair,4,True
301,bed,5,True
301,bed,6,True
301,bookshelf,7,False
301,curtain,8,False
302,bed,0,False
302,door,1,True
302,door,2,True
302,door,3,True
302,door,4,True
302,desk,5,False
302,chair,6,True
302,cabinet,7,True
302,cabinet,8,True
303,door,0,True
303,door,1,True
303,cabinet,2,True
303,cabinet,3,True
303,cabinet,4,True
303,cabinet,5,False
304,chair,0,True
304,chair,1,True
304,chair,2,True
304,chair,3,True
304,chair,4,True
304,chair,5,True
304,chair,6,True
304,chair,7,True
304,chair,8,True
304,chair,9,True
304,chair,10,True
304,chair,11,True
304,chair,12,True
304,chair,13,True
304,chair,14,True
304,chair,15,True
304,chair,16,True
304,chair,17,False
304,chair,18,True
304,chair,19,True
304,chair,20,True
304,chair,21,True
304,chair,22,True
304,chair,23,True
304,chair,24,True
304,chair,25,True
304,chair,26,True
304,door,27,True
305,bookshelf,0,True
305,bookshelf,1,True
305,cabinet,2,True
305,cabinet,3,True
305,cabinet,4,False
305,cabinet,5,True
305,cabinet,6,False
305,chair,7,True
305,chair,8,True
305,door,9,True
305,desk,10,True
305,desk,11,True
307,counter,0,True
307,cabinet,1,False
307,cabinet,2,True
307,cabinet,3,True
307,cabinet,4,True
307,cabinet,5,False
307,cabinet,6,False
307,cabinet,7,False
307,cabinet,8,False
307,cabinet,9,True
307,cabinet,10,False
307,door,11,True
308,desk,0,True
308,desk,1,True
308,desk,2,True
308,desk,3,True
308,chair,4,True
308,chair,5,True
308,chair,6,True
308,chair,7,True
308,chair,8,True
308,door,9,True
308,door,10,True
308,bookshelf,11,True
309,door,0,True
310,chair,0,False
310,chair,1,True
310,chair,2,False
310,chair,3,False
310,bookshelf,4,True
310,curtain,5,True
311,door,0,True
311,door,1,True
311,door,2,True
311,door,3,True
311,bed,4,True
311,desk,5,True
311,chair,6,True
