,img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
700,38,scene0100_01,cabinet,1,152.0
701,38,scene0100_01,bathtub,2,21.0
702,38,scene0100_01,door,3,317.0
703,38,scene0100_01,door,4,
704,38,scene0100_01,sink,5,522.0
705,38,scene0100_01,otherfurniture,6,
706,39,scene0100_02,sink,0,429.0
707,39,scene0100_02,cabinet,1,113.0
708,39,scene0100_02,door,2,279.0
709,39,scene0100_02,counter,3,
710,39,scene0100_02,toilet,4,543.0
711,39,scene0100_02,otherfurniture,5,
712,39,scene0100_02,bathtub,6,30.0
713,40,scene0131_00,chair,0,212.0
714,40,scene0131_00,chair,1,226.0
715,40,scene0131_00,chair,2,232.0
716,40,scene0131_00,chair,3,224.0
717,40,scene0131_00,chair,4,246.0
718,40,scene0131_00,chair,5,233.0
719,40,scene0131_00,chair,6,257.0
720,40,scene0131_00,chair,7,215.0
721,40,scene0131_00,chair,8,214.0
722,40,scene0131_00,desk,9,
723,40,scene0131_00,refrigerator,10,634.0
724,40,scene0131_00,refrigerator,12,602.0
725,40,scene0131_00,sofa,11,779.0
726,41,scene0131_01,refrigerator,0,665.0
727,41,scene0131_01,refrigerator,12,623.0
728,41,scene0131_01,sofa,1,801.0
729,41,scene0131_01,desk,2,
730,41,scene0131_01,chair,3,230.0
731,41,scene0131_01,chair,4,246.0
732,41,scene0131_01,chair,5,279.0
733,41,scene0131_01,chair,6,262.0
734,41,scene0131_01,chair,7,237.0
735,41,scene0131_01,chair,8,269.0
736,41,scene0131_01,chair,9,240.0
737,41,scene0131_01,chair,10,277.0
738,41,scene0131_01,chair,11,
739,42,scene0131_02,desk,0,
740,42,scene0131_02,chair,1,280.0
741,42,scene0131_02,chair,2,243.0
742,42,scene0131_02,chair,3,246.0
743,42,scene0131_02,chair,4,249.0
744,42,scene0131_02,chair,5,273.0
745,42,scene0131_02,chair,6,269.0
746,42,scene0131_02,chair,7,252.0
747,42,scene0131_02,chair,8,263.0
748,42,scene0131_02,chair,9,275.0
749,42,scene0131_02,cabinet,10,
750,42,scene0131_02,refrigerator,11,677.0
751,42,scene0131_02,refrigerator,13,692.0
752,42,scene0131_02,sofa,12,861.0
753,43,scene0139_00,otherfurniture,0,340.0
754,43,scene0139_00,otherfurniture,1,332.0
755,43,scene0139_00,otherfurniture,2,
756,43,scene0139_00,otherfurniture,4,
757,43,scene0139_00,otherfurniture,9,353.0
758,43,scene0139_00,cabinet,3,
759,43,scene0139_00,door,5,321.0
760,43,scene0139_00,door,6,321.0
761,43,scene0139_00,sink,7,495.0
762,43,scene0139_00,table,8,575.0
763,44,scene0144_00,bed,0,83.0
764,44,scene0144_00,table,1,835.0
765,44,scene0144_00,curtain,2,
766,44,scene0144_00,curtain,8,
767,44,scene0144_00,chair,3,232.0
768,44,scene0144_00,chair,4,221.0
769,44,scene0144_00,chair,10,216.0
770,44,scene0144_00,window,5,906.0
771,44,scene0144_00,door,6,442.0
772,44,scene0144_00,door,7,437.0
773,44,scene0144_00,door,9,
774,45,scene0144_01,desk,0,348.0
775,45,scene0144_01,bed,1,71.0
776,45,scene0144_01,chair,2,244.0
777,45,scene0144_01,chair,3,223.0
778,45,scene0144_01,chair,4,229.0
779,45,scene0144_01,door,5,
780,45,scene0144_01,door,6,
781,45,scene0144_01,curtain,7,
782,45,scene0144_01,curtain,8,
783,45,scene0144_01,window,9,836.0
784,46,scene0146_00,otherfurniture,0,235.0
785,46,scene0146_00,toilet,1,404.0
786,46,scene0146_00,sink,2,323.0
787,46,scene0146_00,door,3,192.0
788,47,scene0146_01,otherfurniture,0,323.0
789,47,scene0146_01,sink,1,456.0
790,47,scene0146_01,toilet,2,586.0
791,47,scene0146_01,door,3,
792,48,scene0146_02,otherfurniture,0,300.0
793,48,scene0146_02,sink,1,433.0
794,48,scene0146_02,toilet,2,519.0
795,48,scene0146_02,door,3,275.0
796,49,scene0149_00,counter,0,284.0
797,49,scene0149_00,counter,13,285.0
798,49,scene0149_00,refrigerator,1,605.0
799,49,scene0149_00,cabinet,2,
800,49,scene0149_00,cabinet,3,164.0
801,49,scene0149_00,cabinet,4,
802,49,scene0149_00,cabinet,5,208.0
803,49,scene0149_00,cabinet,6,201.0
804,49,scene0149_00,cabinet,7,
805,49,scene0149_00,cabinet,14,
806,49,scene0149_00,cabinet,15,188.0
807,49,scene0149_00,cabinet,16,174.0
808,49,scene0149_00,window,8,954.0
809,49,scene0149_00,chair,9,
810,49,scene0149_00,otherfurniture,10,507.0
811,49,scene0149_00,sink,11,733.0
812,49,scene0149_00,table,12,
813,50,scene0153_00,sink,0,391.0
814,50,scene0153_00,cabinet,1,101.0
815,50,scene0153_00,cabinet,5,
816,50,scene0153_00,showercurtain,2,341.0
817,50,scene0153_00,door,3,239.0
818,50,scene0153_00,toilet,4,464.0
819,50,scene0153_00,bathtub,6,14.0
820,51,scene0153_01,cabinet,0,101.0
821,51,scene0153_01,cabinet,6,
822,51,scene0153_01,showercurtain,1,391.0
823,51,scene0153_01,door,2,250.0
824,51,scene0153_01,toilet,3,521.0
825,51,scene0153_01,bathtub,4,9.0
826,51,scene0153_01,sink,5,413.0
827,52,scene0164_00,counter,0,245.0
828,52,scene0164_00,cabinet,1,184.0
829,52,scene0164_00,cabinet,2,156.0
830,52,scene0164_00,cabinet,4,173.0
831,52,scene0164_00,cabinet,5,
832,52,scene0164_00,cabinet,6,
833,52,scene0164_00,cabinet,7,
834,52,scene0164_00,cabinet,8,
835,52,scene0164_00,cabinet,9,
836,52,scene0164_00,cabinet,10,
837,52,scene0164_00,cabinet,13,
838,52,scene0164_00,door,3,435.0
839,52,scene0164_00,refrigerator,11,580.0
840,52,scene0164_00,picture,12,
841,53,scene0164_01,counter,0,267.0
842,53,scene0164_01,door,1,368.0
843,53,scene0164_01,refrigerator,2,546.0
844,53,scene0164_01,cabinet,3,151.0
845,53,scene0164_01,cabinet,5,183.0
846,53,scene0164_01,cabinet,7,
847,53,scene0164_01,cabinet,8,
848,53,scene0164_01,picture,4,
849,53,scene0164_01,sink,6,606.0
850,54,scene0164_02,refrigerator,0,573.0
851,54,scene0164_02,cabinet,1,201.0
852,54,scene0164_02,cabinet,2,
853,54,scene0164_02,cabinet,4,
854,54,scene0164_02,cabinet,8,171.0
855,54,scene0164_02,counter,3,293.0
856,54,scene0164_02,door,5,421.0
857,54,scene0164_02,sink,6,688.0
858,54,scene0164_02,picture,7,
859,55,scene0164_03,counter,0,266.0
860,55,scene0164_03,cabinet,1,
861,55,scene0164_03,cabinet,2,138.0
862,55,scene0164_03,cabinet,3,157.0
863,55,scene0164_03,door,4,410.0
864,55,scene0164_03,picture,5,
865,55,scene0164_03,refrigerator,6,534.0
866,56,scene0169_00,chair,0,308.0
867,56,scene0169_00,chair,1,290.0
868,56,scene0169_00,chair,2,283.0
869,56,scene0169_00,chair,3,279.0
870,56,scene0169_00,chair,4,
871,56,scene0169_00,chair,5,280.0
872,56,scene0169_00,chair,6,259.0
873,56,scene0169_00,chair,7,278.0
874,56,scene0169_00,chair,14,307.0
875,56,scene0169_00,chair,15,
876,56,scene0169_00,chair,18,248.0
877,56,scene0169_00,chair,19,298.0
878,56,scene0169_00,chair,20,269.0
879,56,scene0169_00,chair,21,302.0
880,56,scene0169_00,chair,22,265.0
881,56,scene0169_00,chair,23,
882,56,scene0169_00,chair,24,252.0
883,56,scene0169_00,chair,25,260.0
884,56,scene0169_00,chair,26,254.0
885,56,scene0169_00,chair,27,304.0
886,56,scene0169_00,chair,28,301.0
887,56,scene0169_00,chair,29,301.0
888,56,scene0169_00,chair,30,261.0
889,56,scene0169_00,chair,31,303.0
890,56,scene0169_00,chair,32,263.0
891,56,scene0169_00,picture,8,653.0
892,56,scene0169_00,table,9,949.0
893,56,scene0169_00,cabinet,10,209.0
894,56,scene0169_00,cabinet,16,243.0
895,56,scene0169_00,door,11,512.0
896,56,scene0169_00,window,12,
897,56,scene0169_00,window,17,
898,56,scene0169_00,otherfurniture,13,559.0
899,57,scene0169_01,window,0,1209.0
900,57,scene0169_01,window,10,1270.0
901,57,scene0169_01,chair,1,300.0
902,57,scene0169_01,chair,2,290.0
903,57,scene0169_01,chair,3,304.0
904,57,scene0169_01,chair,4,326.0
905,57,scene0169_01,chair,5,297.0
906,57,scene0169_01,chair,12,
907,57,scene0169_01,chair,13,302.0
908,57,scene0169_01,chair,15,337.0
909,57,scene0169_01,chair,16,330.0
910,57,scene0169_01,chair,17,298.0
911,57,scene0169_01,chair,18,317.0
912,57,scene0169_01,chair,19,
913,57,scene0169_01,chair,20,311.0
914,57,scene0169_01,chair,21,324.0
915,57,scene0169_01,chair,22,334.0
916,57,scene0169_01,chair,23,310.0
917,57,scene0169_01,chair,24,350.0
918,57,scene0169_01,chair,25,345.0
919,57,scene0169_01,chair,26,325.0
920,57,scene0169_01,chair,27,346.0
921,57,scene0169_01,chair,28,
922,57,scene0169_01,chair,29,296.0
923,57,scene0169_01,cabinet,6,220.0
924,57,scene0169_01,cabinet,14,222.0
925,57,scene0169_01,otherfurniture,7,663.0
926,57,scene0169_01,table,8,1086.0
927,57,scene0169_01,door,9,576.0
928,57,scene0169_01,picture,11,
929,58,scene0187_00,chair,0,208.0
930,58,scene0187_00,chair,1,206.0
931,58,scene0187_00,chair,9,189.0
932,58,scene0187_00,chair,10,214.0
933,58,scene0187_00,otherfurniture,2,439.0
934,58,scene0187_00,otherfurniture,3,416.0
935,58,scene0187_00,otherfurniture,11,420.0
936,58,scene0187_00,table,4,725.0
937,58,scene0187_00,table,5,733.0
938,58,scene0187_00,table,6,711.0
939,58,scene0187_00,table,7,717.0
940,58,scene0187_00,table,8,690.0
941,59,scene0187_01,chair,0,201.0
942,59,scene0187_01,chair,1,202.0
943,59,scene0187_01,chair,8,171.0
944,59,scene0187_01,chair,9,194.0
945,59,scene0187_01,table,2,620.0
946,59,scene0187_01,table,3,634.0
947,59,scene0187_01,table,4,651.0
948,59,scene0187_01,table,5,623.0
949,59,scene0187_01,table,6,639.0
950,59,scene0187_01,table,10,630.0
951,59,scene0187_01,otherfurniture,7,380.0
952,59,scene0187_01,otherfurniture,11,370.0
953,60,scene0193_00,door,0,397.0
954,60,scene0193_00,door,6,
955,60,scene0193_00,curtain,1,300.0
956,60,scene0193_00,chair,2,227.0
957,60,scene0193_00,otherfurniture,3,443.0
958,60,scene0193_00,bed,4,48.0
959,60,scene0193_00,desk,5,372.0
960,61,scene0193_01,chair,0,216.0
961,61,scene0193_01,bed,1,86.0
962,61,scene0193_01,door,2,365.0
963,61,scene0193_01,desk,3,354.0
964,61,scene0193_01,curtain,4,293.0
965,61,scene0193_01,window,5,771.0
966,62,scene0196_00,table,0,877.0
967,62,scene0196_00,table,1,840.0
968,62,scene0196_00,table,2,858.0
969,62,scene0196_00,table,3,846.0
970,62,scene0196_00,table,4,860.0
971,62,scene0196_00,door,5,494.0
972,62,scene0196_00,chair,6,245.0
973,62,scene0196_00,chair,7,260.0
974,62,scene0196_00,chair,8,229.0
975,62,scene0196_00,chair,9,262.0
976,62,scene0196_00,chair,10,238.0
977,62,scene0196_00,chair,11,252.0
978,62,scene0196_00,chair,12,233.0
979,62,scene0196_00,chair,13,271.0
980,62,scene0196_00,chair,14,266.0
981,62,scene0196_00,chair,15,268.0
982,62,scene0196_00,chair,16,223.0
983,62,scene0196_00,chair,17,227.0
984,62,scene0196_00,chair,18,242.0
985,62,scene0196_00,chair,19,251.0
986,62,scene0196_00,chair,21,245.0
987,62,scene0196_00,chair,22,245.0
988,62,scene0196_00,chair,23,239.0
989,62,scene0196_00,chair,24,224.0
990,62,scene0196_00,chair,25,225.0
991,62,scene0196_00,chair,26,220.0
992,62,scene0196_00,chair,27,244.0
993,62,scene0196_00,chair,28,247.0
994,62,scene0196_00,chair,29,273.0
995,62,scene0196_00,otherfurniture,20,
996,63,scene0203_00,sofa,0,807.0
997,63,scene0203_00,sofa,1,818.0
998,63,scene0203_00,sofa,6,811.0
999,63,scene0203_00,table,2,885.0
1000,63,scene0203_00,table,10,
1001,63,scene0203_00,window,3,953.0
1002,63,scene0203_00,window,4,
1003,63,scene0203_00,window,5,
1004,63,scene0203_00,door,7,
1005,63,scene0203_00,picture,8,
1006,63,scene0203_00,curtain,9,
1007,63,scene0203_00,bookshelf,11,115.0
1008,63,scene0203_00,chair,12,253.0
1009,63,scene0203_00,otherfurniture,13,
1010,64,scene0203_01,table,0,853.0
1011,64,scene0203_01,table,11,
1012,64,scene0203_01,table,12,
1013,64,scene0203_01,sofa,1,779.0
1014,64,scene0203_01,sofa,2,793.0
1015,64,scene0203_01,bookshelf,3,149.0
1016,64,scene0203_01,chair,4,222.0
1017,64,scene0203_01,chair,5,223.0
1018,64,scene0203_01,door,6,445.0
1019,64,scene0203_01,door,14,457.0
1020,64,scene0203_01,door,15,
1021,64,scene0203_01,window,7,
1022,64,scene0203_01,window,8,
1023,64,scene0203_01,otherfurniture,9,532.0
1024,64,scene0203_01,picture,10,
1025,64,scene0203_01,picture,13,
1026,65,scene0203_02,table,0,769.0
1027,65,scene0203_02,window,1,
1028,65,scene0203_02,window,2,
1029,65,scene0203_02,bookshelf,3,116.0
1030,65,scene0203_02,door,4,452.0
1031,65,scene0203_02,door,7,448.0
1032,65,scene0203_02,chair,5,250.0
1033,65,scene0203_02,picture,6,
1034,65,scene0203_02,picture,10,
1035,65,scene0203_02,otherfurniture,8,
1036,65,scene0203_02,curtain,9,
1037,65,scene0203_02,sofa,11,752.0
1038,65,scene0203_02,sofa,12,753.0
1039,65,scene0203_02,sofa,13,724.0
1040,66,scene0207_00,sofa,0,862.0
1041,66,scene0207_00,cabinet,1,177.0
1042,66,scene0207_00,cabinet,6,191.0
1043,66,scene0207_00,cabinet,12,
1044,66,scene0207_00,cabinet,20,213.0
1045,66,scene0207_00,cabinet,26,
1046,66,scene0207_00,door,2,521.0
1047,66,scene0207_00,door,16,511.0
1048,66,scene0207_00,door,21,498.0
1049,66,scene0207_00,door,23,513.0
1050,66,scene0207_00,refrigerator,3,673.0
1051,66,scene0207_00,bed,4,65.0
1052,66,scene0207_00,otherfurniture,5,
1053,66,scene0207_00,otherfurniture,17,
1054,66,scene0207_00,otherfurniture,18,
1055,66,scene0207_00,otherfurniture,19,543.0
1056,66,scene0207_00,chair,7,
1057,66,scene0207_00,chair,8,277.0
1058,66,scene0207_00,window,9,1028.0
1059,66,scene0207_00,window,10,999.0
1060,66,scene0207_00,desk,11,458.0
1061,66,scene0207_00,sink,13,
1062,66,scene0207_00,sink,25,
1063,66,scene0207_00,toilet,14,938.0
1064,66,scene0207_00,counter,15,319.0
1065,66,scene0207_00,counter,24,
1066,66,scene0207_00,table,22,926.0
1067,66,scene0207_00,showercurtain,27,
1068,66,scene0207_00,bathtub,28,15.0
1069,67,scene0207_01,counter,0,443.0
1070,67,scene0207_01,bed,1,82.0
1071,67,scene0207_01,sofa,2,1121.0
1072,67,scene0207_01,otherfurniture,3,716.0
1073,67,scene0207_01,otherfurniture,21,
1074,67,scene0207_01,otherfurniture,22,
1075,67,scene0207_01,door,4,639.0
1076,67,scene0207_01,door,17,603.0
1077,67,scene0207_01,door,19,629.0
1078,67,scene0207_01,window,5,1300.0
1079,67,scene0207_01,window,15,1319.0
1080,67,scene0207_01,sink,6,
1081,67,scene0207_01,sink,7,
1082,67,scene0207_01,cabinet,8,226.0
1083,67,scene0207_01,cabinet,11,280.0
1084,67,scene0207_01,cabinet,12,242.0
1085,67,scene0207_01,table,9,1191.0
1086,67,scene0207_01,table,18,1157.0
1087,67,scene0207_01,toilet,10,1269.0
1088,67,scene0207_01,bathtub,13,15.0
1089,67,scene0207_01,chair,14,312.0
1090,67,scene0207_01,refrigerator,16,843.0
1091,67,scene0207_01,showercurtain,20,947.0
1092,68,scene0207_02,table,0,1016.0
1093,68,scene0207_02,door,1,571.0
1094,68,scene0207_02,door,2,523.0
1095,68,scene0207_02,door,24,559.0
1096,68,scene0207_02,cabinet,3,218.0
1097,68,scene0207_02,cabinet,6,
1098,68,scene0207_02,cabinet,12,231.0
1099,68,scene0207_02,cabinet,21,257.0
1100,68,scene0207_02,cabinet,23,203.0
1101,68,scene0207_02,sink,4,
1102,68,scene0207_02,sink,17,
1103,68,scene0207_02,toilet,5,1052.0
1104,68,scene0207_02,showercurtain,7,825.0
1105,68,scene0207_02,bathtub,8,26.0
1106,68,scene0207_02,otherfurniture,9,599.0
1107,68,scene0207_02,otherfurniture,19,
1108,68,scene0207_02,otherfurniture,20,617.0
1109,68,scene0207_02,sofa,10,954.0
1110,68,scene0207_02,bed,11,71.0
1111,68,scene0207_02,desk,13,510.0
1112,68,scene0207_02,refrigerator,14,726.0
1113,68,scene0207_02,chair,15,276.0
1114,68,scene0207_02,window,16,1110.0
1115,68,scene0207_02,window,18,1118.0
1116,68,scene0207_02,counter,22,325.0
1117,69,scene0208_00,bookshelf,0,106.0
1118,69,scene0208_00,bookshelf,1,100.0
1119,69,scene0208_00,bookshelf,2,112.0
1120,69,scene0208_00,bookshelf,3,134.0
1121,69,scene0208_00,bookshelf,13,
1122,69,scene0208_00,otherfurniture,4,
1123,69,scene0208_00,otherfurniture,5,
1124,69,scene0208_00,otherfurniture,6,495.0
1125,69,scene0208_00,otherfurniture,7,
1126,69,scene0208_00,otherfurniture,8,
1127,69,scene0208_00,otherfurniture,9,
1128,69,scene0208_00,otherfurniture,10,451.0
1129,69,scene0208_00,table,11,779.0
1130,69,scene0208_00,table,12,786.0
1131,70,scene0217_00,otherfurniture,0,400.0
1132,70,scene0217_00,otherfurniture,1,400.0
1133,70,scene0217_00,otherfurniture,2,394.0
1134,70,scene0217_00,otherfurniture,3,394.0
1135,70,scene0217_00,otherfurniture,8,
1136,70,scene0217_00,otherfurniture,14,
1137,70,scene0217_00,otherfurniture,15,409.0
1138,70,scene0217_00,otherfurniture,16,411.0
1139,70,scene0217_00,desk,4,307.0
1140,70,scene0217_00,desk,5,343.0
1141,70,scene0217_00,bed,6,51.0
1142,70,scene0217_00,bed,7,70.0
1143,70,scene0217_00,chair,9,189.0
1144,70,scene0217_00,chair,10,190.0
1145,70,scene0217_00,door,11,365.0
1146,70,scene0217_00,door,17,
1147,70,scene0217_00,window,12,761.0
1148,70,scene0217_00,window,13,770.0
1149,71,scene0221_00,chair,0,249.0
1150,71,scene0221_00,chair,1,264.0
1151,71,scene0221_00,chair,18,
1152,71,scene0221_00,table,2,906.0
1153,71,scene0221_00,table,22,892.0
1154,71,scene0221_00,bed,3,89.0
1155,71,scene0221_00,bed,4,68.0
1156,71,scene0221_00,desk,5,432.0
1157,71,scene0221_00,otherfurniture,6,
1158,71,scene0221_00,otherfurniture,11,537.0
1159,71,scene0221_00,otherfurniture,15,540.0
1160,71,scene0221_00,otherfurniture,19,525.0
1161,71,scene0221_00,otherfurniture,23,
1162,71,scene0221_00,cabinet,7,171.0
1163,71,scene0221_00,cabinet,9,210.0
1164,71,scene0221_00,door,8,473.0
1165,71,scene0221_00,door,17,
1166,71,scene0221_00,door,21,471.0
1167,71,scene0221_00,sink,10,
1168,71,scene0221_00,picture,12,
1169,71,scene0221_00,picture,13,
1170,71,scene0221_00,curtain,14,
1171,71,scene0221_00,window,16,
1172,71,scene0221_00,bathtub,20,22.0
1173,72,scene0221_01,chair,0,
1174,72,scene0221_01,chair,1,241.0
1175,72,scene0221_01,chair,2,252.0
1176,72,scene0221_01,door,3,459.0
1177,72,scene0221_01,door,13,
1178,72,scene0221_01,table,4,832.0
1179,72,scene0221_01,otherfurniture,5,492.0
1180,72,scene0221_01,otherfurniture,14,524.0
1181,72,scene0221_01,otherfurniture,15,490.0
1182,72,scene0221_01,bed,6,83.0
1183,72,scene0221_01,bed,7,78.0
1184,72,scene0221_01,desk,8,406.0
1185,72,scene0221_01,cabinet,9,
1186,72,scene0221_01,picture,10,540.0
1187,72,scene0221_01,picture,11,
1188,72,scene0221_01,curtain,12,339.0
1189,73,scene0222_00,bed,0,109.0
1190,73,scene0222_00,bed,3,107.0
1191,73,scene0222_00,door,1,513.0
1192,73,scene0222_00,door,2,525.0
1193,73,scene0222_00,door,11,
1194,73,scene0222_00,door,12,507.0
1195,73,scene0222_00,chair,4,246.0
1196,73,scene0222_00,chair,5,265.0
1197,73,scene0222_00,desk,6,417.0
1198,73,scene0222_00,desk,7,451.0
1199,73,scene0222_00,otherfurniture,8,588.0
1200,73,scene0222_00,otherfurniture,9,588.0
1201,73,scene0222_00,otherfurniture,15,
1202,73,scene0222_00,otherfurniture,17,575.0
1203,73,scene0222_00,refrigerator,10,683.0
1204,73,scene0222_00,refrigerator,16,681.0
1205,73,scene0222_00,window,13,
1206,73,scene0222_00,window,14,
1207,74,scene0222_01,chair,0,287.0
1208,74,scene0222_01,chair,1,323.0
1209,74,scene0222_01,bed,2,81.0
1210,74,scene0222_01,bed,12,112.0
1211,74,scene0222_01,desk,3,509.0
1212,74,scene0222_01,desk,4,508.0
1213,74,scene0222_01,door,5,628.0
1214,74,scene0222_01,door,8,623.0
1215,74,scene0222_01,door,15,592.0
1216,74,scene0222_01,refrigerator,6,790.0
1217,74,scene0222_01,refrigerator,9,781.0
1218,74,scene0222_01,otherfurniture,7,660.0
1219,74,scene0222_01,otherfurniture,10,693.0
1220,74,scene0222_01,otherfurniture,11,693.0
1221,74,scene0222_01,otherfurniture,16,
1222,74,scene0222_01,window,13,
1223,74,scene0222_01,window,14,1239.0
1224,75,scene0231_00,desk,0,542.0
1225,75,scene0231_00,table,1,1070.0
1226,75,scene0231_00,door,2,
1227,75,scene0231_00,door,33,573.0
1228,75,scene0231_00,door,34,
1229,75,scene0231_00,picture,3,
1230,75,scene0231_00,picture,4,
1231,75,scene0231_00,picture,5,
1232,75,scene0231_00,picture,13,
1233,75,scene0231_00,otherfurniture,6,681.0
1234,75,scene0231_00,otherfurniture,9,
1235,75,scene0231_00,window,7,
1236,75,scene0231_00,window,18,1175.0
1237,75,scene0231_00,window,19,
1238,75,scene0231_00,chair,8,323.0
1239,75,scene0231_00,chair,10,
1240,75,scene0231_00,chair,11,309.0
1241,75,scene0231_00,chair,12,285.0
1242,75,scene0231_00,chair,37,282.0
1243,75,scene0231_00,chair,38,296.0
1244,75,scene0231_00,cabinet,14,221.0
1245,75,scene0231_00,cabinet,16,
1246,75,scene0231_00,cabinet,17,234.0
1247,75,scene0231_00,cabinet,21,
1248,75,scene0231_00,cabinet,22,
1249,75,scene0231_00,cabinet,23,211.0
1250,75,scene0231_00,cabinet,24,235.0
1251,75,scene0231_00,cabinet,25,208.0
1252,75,scene0231_00,cabinet,26,258.0
1253,75,scene0231_00,cabinet,27,
1254,75,scene0231_00,cabinet,28,215.0
1255,75,scene0231_00,cabinet,29,
1256,75,scene0231_00,cabinet,30,224.0
1257,75,scene0231_00,cabinet,31,252.0
1258,75,scene0231_00,cabinet,35,
1259,75,scene0231_00,counter,15,
1260,75,scene0231_00,sink,20,922.0
1261,75,scene0231_00,sink,32,
1262,75,scene0231_00,sofa,36,977.0
1263,75,scene0231_00,refrigerator,39,
1264,76,scene0231_01,sofa,0,966.0
1265,76,scene0231_01,chair,1,
1266,76,scene0231_01,chair,2,284.0
1267,76,scene0231_01,chair,9,294.0
1268,76,scene0231_01,chair,19,312.0
1269,76,scene0231_01,chair,21,
1270,76,scene0231_01,chair,22,334.0
1271,76,scene0231_01,counter,3,
1272,76,scene0231_01,cabinet,4,
1273,76,scene0231_01,cabinet,5,
1274,76,scene0231_01,cabinet,6,261.0
1275,76,scene0231_01,cabinet,7,
1276,76,scene0231_01,cabinet,8,
1277,76,scene0231_01,cabinet,25,
1278,76,scene0231_01,cabinet,26,
1279,76,scene0231_01,cabinet,27,209.0
1280,76,scene0231_01,cabinet,28,215.0
1281,76,scene0231_01,cabinet,29,
1282,76,scene0231_01,cabinet,30,
1283,76,scene0231_01,cabinet,31,
1284,76,scene0231_01,cabinet,32,
1285,76,scene0231_01,cabinet,34,223.0
1286,76,scene0231_01,cabinet,35,270.0
1287,76,scene0231_01,cabinet,37,219.0
1288,76,scene0231_01,desk,10,
1289,76,scene0231_01,door,11,603.0
1290,76,scene0231_01,door,16,550.0
1291,76,scene0231_01,table,12,
1292,76,scene0231_01,picture,13,
1293,76,scene0231_01,picture,14,
1294,76,scene0231_01,picture,15,726.0
1295,76,scene0231_01,window,17,
1296,76,scene0231_01,window,23,1165.0
1297,76,scene0231_01,window,24,
1298,76,scene0231_01,window,33,
1299,76,scene0231_01,otherfurniture,18,
1300,76,scene0231_01,otherfurniture,20,
1301,76,scene0231_01,refrigerator,36,763.0
1302,76,scene0231_01,sink,38,
1303,77,scene0231_02,sofa,0,872.0
1304,77,scene0231_02,sofa,1,905.0
1305,77,scene0231_02,chair,2,289.0
1306,77,scene0231_02,chair,7,257.0
1307,77,scene0231_02,chair,8,282.0
1308,77,scene0231_02,chair,9,
1309,77,scene0231_02,chair,16,282.0
1310,77,scene0231_02,table,3,952.0
1311,77,scene0231_02,desk,4,448.0
1312,77,scene0231_02,cabinet,5,
1313,77,scene0231_02,cabinet,6,
1314,77,scene0231_02,cabinet,17,247.0
1315,77,scene0231_02,cabinet,19,
1316,77,scene0231_02,cabinet,20,191.0
1317,77,scene0231_02,cabinet,24,246.0
1318,77,scene0231_02,cabinet,26,
1319,77,scene0231_02,cabinet,27,201.0
1320,77,scene0231_02,cabinet,28,
1321,77,scene0231_02,cabinet,30,198.0
1322,77,scene0231_02,window,10,
1323,77,scene0231_02,window,22,
1324,77,scene0231_02,window,23,
1325,77,scene0231_02,window,25,
1326,77,scene0231_02,door,11,
1327,77,scene0231_02,door,31,498.0
1328,77,scene0231_02,picture,12,
1329,77,scene0231_02,picture,13,
1330,77,scene0231_02,otherfurniture,14,
1331,77,scene0231_02,otherfurniture,15,
1332,77,scene0231_02,counter,18,
1333,77,scene0231_02,sink,21,846.0
1334,77,scene0231_02,sink,32,
1335,77,scene0231_02,refrigerator,29,694.0
1336,78,scene0246_00,chair,0,291.0
1337,78,scene0246_00,table,1,931.0
1338,78,scene0246_00,toilet,2,1019.0
1339,78,scene0246_00,cabinet,3,195.0
1340,78,scene0246_00,cabinet,4,210.0
1341,78,scene0246_00,bed,5,104.0
1342,78,scene0246_00,curtain,6,433.0
1343,78,scene0246_00,otherfurniture,7,613.0
1344,78,scene0246_00,sink,8,830.0
1345,78,scene0246_00,showercurtain,9,744.0
1346,78,scene0246_00,picture,10,
1347,78,scene0246_00,picture,11,
1348,79,scene0249_00,chair,0,310.0
1349,79,scene0249_00,chair,1,323.0
1350,79,scene0249_00,chair,2,290.0
1351,79,scene0249_00,chair,3,315.0
1352,79,scene0249_00,chair,4,344.0
1353,79,scene0249_00,chair,5,316.0
1354,79,scene0249_00,chair,6,327.0
1355,79,scene0249_00,chair,7,307.0
1356,79,scene0249_00,chair,8,309.0
1357,79,scene0249_00,chair,9,310.0
1358,79,scene0249_00,chair,10,336.0
1359,79,scene0249_00,chair,11,330.0
1360,79,scene0249_00,chair,12,
1361,79,scene0249_00,chair,13,
1362,79,scene0249_00,chair,14,338.0
1363,79,scene0249_00,chair,26,325.0
1364,79,scene0249_00,chair,27,
1365,79,scene0249_00,chair,28,335.0
1366,79,scene0249_00,chair,29,302.0
1367,79,scene0249_00,chair,30,357.0
1368,79,scene0249_00,chair,31,355.0
1369,79,scene0249_00,chair,32,340.0
1370,79,scene0249_00,chair,33,351.0
1371,79,scene0249_00,chair,34,
1372,79,scene0249_00,chair,35,313.0
1373,79,scene0249_00,chair,36,311.0
1374,79,scene0249_00,chair,37,329.0
1375,79,scene0249_00,chair,38,304.0
1376,79,scene0249_00,chair,39,288.0
1377,79,scene0249_00,chair,40,288.0
1378,79,scene0249_00,chair,41,352.0
1379,79,scene0249_00,chair,42,306.0
1380,79,scene0249_00,chair,43,319.0
